"No.","Time","Source","Destination","Protocol","Length","Info"
"398","5.488041","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=206538 Ack=55635 Win=16385 Len=1460 [TCP PDU reassembled in 399]"
"399","5.488041","150.171.22.12","100.86.247.80","TLSv1.2","1507","Application Data"
"400","5.488262","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=55635 Ack=209451 Win=511 Len=0"
"401","5.488384","150.171.22.12","100.86.247.80","TLSv1.2","85","Application Data"
"402","5.528644","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=55635 Ack=209482 Win=511 Len=0"
"403","5.615967","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=55635 Ack=209482 Win=511 Len=1440 [TCP PDU reassembled in 404]"
"404","5.615967","100.86.247.80","150.171.22.12","TLSv1.2","1146","Application Data"
"405","5.616810","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=58167 Ack=209482 Win=511 Len=1440 [TCP PDU reassembled in 406]"
"406","5.616810","100.86.247.80","150.171.22.12","TLSv1.2","1146","Application Data"
"407","5.620112","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=60699 Ack=209482 Win=511 Len=1440 [TCP PDU reassembled in 408]"
"408","5.620112","100.86.247.80","150.171.22.12","TLSv1.2","1088","Application Data"
"409","5.620597","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=63173 Ack=209482 Win=511 Len=1440 [TCP PDU reassembled in 410]"
"410","5.620597","100.86.247.80","150.171.22.12","TLSv1.2","1088","Application Data"
"411","5.621503","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=65647 Ack=209482 Win=511 Len=1440 [TCP PDU reassembled in 412]"
"412","5.621503","100.86.247.80","150.171.22.12","TLSv1.2","1128","Application Data"
"413","5.621572","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=68161 Ack=209482 Win=511 Len=1440 [TCP PDU reassembled in 414]"
"414","5.621572","100.86.247.80","150.171.22.12","TLSv1.2","1111","Application Data"
"415","5.626345","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=70658 Ack=209482 Win=511 Len=1440 [TCP PDU reassembled in 416]"
"416","5.626345","100.86.247.80","150.171.22.12","TLSv1.2","1091","Application Data"
"417","5.626417","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=209482 Ack=58167 Win=16385 Len=0"
"418","5.627274","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=209482 Ack=59607 Win=16379 Len=0"
"419","5.627274","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=209482 Ack=60699 Win=16385 Len=0"
"420","5.630627","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=209482 Ack=62139 Win=16379 Len=0"
"421","5.630627","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=209482 Ack=65647 Win=16381 Len=0"
"422","5.631633","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=209482 Ack=67087 Win=16385 Len=0"
"423","5.631893","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=209482 Ack=70658 Win=16385 Len=0"
"424","5.637382","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=209482 Ack=73135 Win=16385 Len=0"
"425","5.651268","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=73135 Ack=209482 Win=511 Len=1440 [TCP PDU reassembled in 426]"
"426","5.651268","100.86.247.80","150.171.22.12","TLSv1.2","1130","Application Data"
"427","5.658538","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=75651 Ack=209482 Win=511 Len=1440 [TCP PDU reassembled in 428]"
"428","5.658538","100.86.247.80","150.171.22.12","TLSv1.2","1200","Application Data"
"429","5.660934","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=209482 Ack=74575 Win=16379 Len=0"
"430","5.661321","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=209482 Ack=75651 Win=16385 Len=0"
"431","5.661540","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=78237 Ack=209482 Win=511 Len=1440 [TCP PDU reassembled in 432]"
"432","5.661540","100.86.247.80","150.171.22.12","TLSv1.2","1189","Application Data"
"433","5.666921","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=80812 Ack=209482 Win=511 Len=1440 [TCP PDU reassembled in 434]"
"434","5.666921","100.86.247.80","150.171.22.12","TLSv1.2","1083","Application Data"
"435","5.668314","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=209482 Ack=78237 Win=16385 Len=0"
"436","5.670858","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=209482 Ack=79677 Win=16379 Len=0"
"437","5.671504","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=209482 Ack=80812 Win=16385 Len=0"
"438","5.677197","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=209482 Ack=83281 Win=16385 Len=0"
"439","5.683179","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=83281 Ack=209482 Win=511 Len=1440 [TCP PDU reassembled in 440]"
"440","5.683179","100.86.247.80","150.171.22.12","TLSv1.2","1191","Application Data"
"441","5.692789","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=209482 Ack=85858 Win=16385 Len=0"
"442","5.717260","150.171.22.12","100.86.247.80","TLSv1.2","607","Application Data"
"443","5.717260","150.171.22.12","100.86.247.80","TLSv1.2","85","Application Data"
"444","5.717519","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=85858 Ack=210066 Win=509 Len=0"
"445","5.724974","150.171.22.12","100.86.247.80","TLSv1.2","643","Application Data"
"446","5.724974","150.171.22.12","100.86.247.80","TLSv1.2","85","Application Data"
"447","5.725388","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=85858 Ack=210686 Win=507 Len=0"
"448","5.766171","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=210686 Ack=85858 Win=16385 Len=1460 [TCP PDU reassembled in 450]"
"449","5.766171","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=212146 Ack=85858 Win=16385 Len=1460 [TCP PDU reassembled in 450]"
"450","5.766171","150.171.22.12","100.86.247.80","TLSv1.2","928","Application Data"
"451","5.766171","150.171.22.12","100.86.247.80","TLSv1.2","85","Application Data"
"452","5.766459","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=85858 Ack=213606 Win=511 Len=0"
"453","5.766579","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=85858 Ack=214511 Win=508 Len=0"
"454","5.775723","150.171.22.12","100.86.247.80","TLSv1.2","725","Application Data"
"455","5.776092","150.171.22.12","100.86.247.80","TLSv1.2","85","Application Data"
"456","5.776275","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=85858 Ack=215213 Win=511 Len=0"
"457","5.789187","150.171.22.12","100.86.247.80","TLSv1.2","490","Application Data"
"458","5.790166","150.171.22.12","100.86.247.80","TLSv1.2","85","Application Data"
"459","5.790336","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=85858 Ack=215680 Win=510 Len=0"
"460","5.824878","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=215680 Ack=85858 Win=16385 Len=1460 [TCP PDU reassembled in 461]"
"461","5.825278","150.171.22.12","100.86.247.80","TLSv1.2","153","Application Data"
"462","5.825278","150.171.22.12","100.86.247.80","TLSv1.2","85","Application Data"
"463","5.825423","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=85858 Ack=217239 Win=511 Len=0"
"464","5.866173","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=217270 Ack=85858 Win=16385 Len=1460 [TCP PDU reassembled in 467]"
"465","5.866443","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=85858 Ack=218730 Win=511 Len=0"
"466","5.868218","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=218730 Ack=85858 Win=16385 Len=1460 [TCP PDU reassembled in 467]"
"467","5.868218","150.171.22.12","100.86.247.80","TLSv1.2","264","Application Data"
"468","5.868218","150.171.22.12","100.86.247.80","TLSv1.2","85","Application Data"
"469","5.868473","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=85858 Ack=220400 Win=511 Len=0"
"470","5.891733","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=220431 Ack=85858 Win=16385 Len=1460 [TCP PDU reassembled in 473]"
"471","5.892021","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=85858 Ack=221891 Win=511 Len=0"
"472","5.892775","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=221891 Ack=85858 Win=16385 Len=1460 [TCP PDU reassembled in 473]"
"473","5.892775","150.171.22.12","100.86.247.80","TLSv1.2","1422","Application Data"
"474","5.892775","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=224719 Ack=85858 Win=16385 Len=1460 [TCP PDU reassembled in 475]"
"475","5.892775","150.171.22.12","100.86.247.80","TLSv1.2","1319","Application Data"
"476","5.893071","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=85858 Ack=224719 Win=511 Len=0"
"477","5.893161","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=85858 Ack=227444 Win=511 Len=0"
"478","5.893356","150.171.22.12","100.86.247.80","TLSv1.2","85","Application Data"
"479","5.921226","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=227475 Ack=85858 Win=16385 Len=1460 [TCP PDU reassembled in 482]"
"480","5.921459","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=85858 Ack=228935 Win=511 Len=0"
"481","5.921987","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=228935 Ack=85858 Win=16385 Len=1460 [TCP PDU reassembled in 482]"
"482","5.921987","150.171.22.12","100.86.247.80","TLSv1.2","1172","Application Data"
"483","5.921987","150.171.22.12","100.86.247.80","TLSv1.2","85","Application Data"
"484","5.922315","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=85858 Ack=231513 Win=511 Len=0"
"485","5.923947","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=231544 Ack=85858 Win=16385 Len=1460 [TCP PDU reassembled in 488]"
"486","5.923947","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=233004 Ack=85858 Win=16385 Len=1460 [TCP PDU reassembled in 488]"
"487","5.923947","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=234464 Ack=85858 Win=16385 Len=1460 [TCP PDU reassembled in 488]"
"488","5.923947","150.171.22.12","100.86.247.80","TLSv1.2","91","Application Data"
"489","5.923947","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=235961 Ack=85858 Win=16385 Len=1460 [TCP PDU reassembled in 491]"
"490","5.923947","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=237421 Ack=85858 Win=16385 Len=1460 [TCP PDU reassembled in 491]"
"491","5.923947","150.171.22.12","100.86.247.80","TLSv1.2","523","Application Data"
"492","5.924504","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=85858 Ack=233004 Win=511 Len=0"
"493","5.924622","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=85858 Ack=235924 Win=511 Len=0"
"494","5.924727","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=85858 Ack=237421 Win=511 Len=0"
"495","5.924837","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=85858 Ack=239350 Win=511 Len=0"
"496","5.925131","150.171.22.12","100.86.247.80","TLSv1.2","1135","Application Data"
"497","5.925131","150.171.22.12","100.86.247.80","TLSv1.2","85","Application Data"
"498","5.925411","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=85858 Ack=240462 Win=507 Len=0"
"499","6.032615","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=240462 Ack=85858 Win=16385 Len=1460 [TCP PDU reassembled in 500]"
"500","6.033513","150.171.22.12","100.86.247.80","TLSv1.2","1477","Application Data"
"501","6.033513","150.171.22.12","100.86.247.80","TLSv1.2","85","Application Data"
"502","6.033660","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=85858 Ack=243345 Win=511 Len=0"
"503","6.045135","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=243376 Ack=85858 Win=16385 Len=1460 [TCP PDU reassembled in 508]"
"504","6.045135","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=244836 Ack=85858 Win=16385 Len=1460 [TCP PDU reassembled in 508]"
"505","6.045135","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=246296 Ack=85858 Win=16385 Len=1460 [TCP PDU reassembled in 508]"
"506","6.045714","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=85858 Ack=244836 Win=511 Len=0"
"507","6.046305","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=85858 Ack=247756 Win=511 Len=0"
"508","6.046642","150.171.22.12","100.86.247.80","TLSv1.2","155","Application Data"
"509","6.046642","150.171.22.12","100.86.247.80","TLSv1.2","888","Application Data"
"510","6.046642","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=248691 Ack=85858 Win=16385 Len=1460 [TCP PDU reassembled in 512]"
"511","6.046642","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=250151 Ack=85858 Win=16385 Len=1460 [TCP PDU reassembled in 512]"
"512","6.046642","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"513","6.046642","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=252818 Ack=85858 Win=16385 Len=1460 [TCP PDU reassembled in 515]"
"514","6.046642","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=254278 Ack=85858 Win=16385 Len=1460 [TCP PDU reassembled in 515]"
"515","6.046642","150.171.22.12","100.86.247.80","TLSv1.2","492","Application Data"
"516","6.046936","150.171.22.12","100.86.247.80","TLSv1.2","85","Application Data"
"517","6.047037","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=85858 Ack=248691 Win=508 Len=0"
"518","6.047218","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=85858 Ack=251611 Win=511 Len=0"
"519","6.047344","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=85858 Ack=254278 Win=511 Len=0"
"520","6.047474","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=85858 Ack=256176 Win=511 Len=0"
"521","6.072353","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=85858 Ack=256207 Win=511 Len=1440 [TCP PDU reassembled in 522]"
"522","6.072353","100.86.247.80","150.171.22.12","TLSv1.2","1162","Application Data"
"523","6.074705","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=88406 Ack=256207 Win=511 Len=1440 [TCP PDU reassembled in 524]"
"524","6.074705","100.86.247.80","150.171.22.12","TLSv1.2","1155","Application Data"
"525","6.074841","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=90947 Ack=256207 Win=511 Len=1440 [TCP PDU reassembled in 526]"
"526","6.074841","100.86.247.80","150.171.22.12","TLSv1.2","1162","Application Data"
"527","6.082105","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=256207 Ack=88406 Win=16385 Len=0"
"528","6.084776","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=256207 Ack=90947 Win=16385 Len=0"
"529","6.084776","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=256207 Ack=93495 Win=16385 Len=0"
"530","6.087214","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=93495 Ack=256207 Win=511 Len=1440 [TCP PDU reassembled in 531]"
"531","6.087214","100.86.247.80","150.171.22.12","TLSv1.2","1137","Application Data"
"532","6.087431","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=96018 Ack=256207 Win=511 Len=1440 [TCP PDU reassembled in 533]"
"533","6.087431","100.86.247.80","150.171.22.12","TLSv1.2","1188","Application Data"
"534","6.087545","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=98592 Ack=256207 Win=511 Len=1440 [TCP PDU reassembled in 535]"
"535","6.087545","100.86.247.80","150.171.22.12","TLSv1.2","1085","Application Data"
"536","6.092501","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=101063 Ack=256207 Win=511 Len=1440 [TCP PDU reassembled in 540]"
"537","6.092501","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=102503 Ack=256207 Win=511 Len=1440 [TCP PDU reassembled in 540]"
"538","6.092501","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=103943 Ack=256207 Win=511 Len=1440 [TCP PDU reassembled in 540]"
"539","6.092501","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=105383 Ack=256207 Win=511 Len=1440 [TCP PDU reassembled in 540]"
"540","6.092501","100.86.247.80","150.171.22.12","TLSv1.2","668","Application Data"
"541","6.092638","100.86.247.80","150.171.22.12","TLSv1.2","416","Application Data"
"542","6.094577","100.86.247.80","150.171.22.12","TCP","1494","63394  >  443 [ACK] Seq=107799 Ack=256207 Win=511 Len=1440 [TCP PDU reassembled in 543]"
"543","6.094577","100.86.247.80","150.171.22.12","TLSv1.2","1167","Application Data"
"544","6.097027","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=256207 Ack=96018 Win=16385 Len=0"
"545","6.097325","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=256207 Ack=101063 Win=16385 Len=0"
"546","6.102178","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=256207 Ack=107799 Win=16385 Len=0"
"547","6.104356","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=256207 Ack=110352 Win=16385 Len=0"
"548","6.146167","100.86.247.80","150.171.22.12","TLSv1.2","283","Application Data"
"549","6.153276","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=256207 Ack=110352 Win=16385 Len=1460 [TCP PDU reassembled in 551]"
"550","6.153276","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=257667 Ack=110352 Win=16385 Len=1460 [TCP PDU reassembled in 551]"
"551","6.153276","150.171.22.12","100.86.247.80","TLSv1.2","1474","Application Data"
"552","6.153521","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=110581 Ack=257667 Win=511 Len=0"
"553","6.153749","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=110581 Ack=259127 Win=511 Len=0"
"554","6.157022","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=260547 Ack=110352 Win=16385 Len=1460 [TCP PDU reassembled in 556]"
"555","6.157022","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=262007 Ack=110352 Win=16385 Len=1460 [TCP PDU reassembled in 556]"
"556","6.157022","150.171.22.12","100.86.247.80","TLSv1.2","306","Application Data"
"557","6.157022","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=263719 Ack=110352 Win=16385 Len=1460 [TCP PDU reassembled in 559]"
"558","6.157022","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=265179 Ack=110352 Win=16385 Len=1460 [TCP PDU reassembled in 559]"
"559","6.157022","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"560","6.157022","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=267846 Ack=110352 Win=16385 Len=1460 [TCP PDU reassembled in 562]"
"561","6.157022","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=269306 Ack=110352 Win=16385 Len=1460 [TCP PDU reassembled in 562]"
"562","6.157022","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"563","6.157022","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=271973 Ack=110352 Win=16385 Len=1460 [TCP PDU reassembled in 565]"
"564","6.157022","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=273433 Ack=110352 Win=16385 Len=1460 [TCP PDU reassembled in 565]"
"565","6.157022","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"566","6.157022","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=276100 Ack=110352 Win=16385 Len=1460 [TCP PDU reassembled in 568]"
"567","6.157022","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=277560 Ack=110352 Win=16385 Len=1460 [TCP PDU reassembled in 568]"
"568","6.157022","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"569","6.157022","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=280227 Ack=110352 Win=16385 Len=1460 [TCP PDU reassembled in 571]"
"570","6.157022","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=281687 Ack=110352 Win=16385 Len=1460 [TCP PDU reassembled in 571]"
"571","6.157022","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"572","6.157022","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=284354 Ack=110352 Win=16385 Len=1460 [TCP PDU reassembled in 574]"
"573","6.157022","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=285814 Ack=110352 Win=16385 Len=1460 [TCP PDU reassembled in 574]"
"574","6.157022","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"575","6.157022","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=288481 Ack=110352 Win=16385 Len=1460 [TCP PDU reassembled in 576]"
"576","6.157022","150.171.22.12","100.86.247.80","TLSv1.2","1239","Application Data"
"577","6.157970","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=110581 Ack=262007 Win=511 Len=0"
"578","6.158108","150.171.22.12","100.86.247.80","TLSv1.2","85","Application Data"
"579","6.158108","150.171.22.12","100.86.247.80","TCP","56","443  >  63394 [ACK] Seq=291157 Ack=110581 Win=16384 Len=0"
"580","6.158175","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=110581 Ack=263467 Win=511 Len=0"
"581","6.158358","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=110581 Ack=263719 Win=511 Len=0"
"582","6.158455","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=110581 Ack=266639 Win=511 Len=0"
"583","6.158545","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=110581 Ack=269306 Win=511 Len=0"
"584","6.158628","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=110581 Ack=271973 Win=511 Len=0"
"585","6.158762","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=110581 Ack=274893 Win=511 Len=0"
"586","6.158892","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=110581 Ack=277560 Win=511 Len=0"
"587","6.158995","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=110581 Ack=280227 Win=511 Len=0"
"588","6.159090","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=110581 Ack=283147 Win=511 Len=0"
"589","6.159196","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=110581 Ack=285814 Win=511 Len=0"
"590","6.159324","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=110581 Ack=288481 Win=511 Len=0"
"591","6.159482","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=110581 Ack=291126 Win=511 Len=0"
"592","6.180117","150.171.22.12","100.86.247.80","TLSv1.2","617","Application Data"
"593","6.180352","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=110581 Ack=291720 Win=509 Len=0"
"594","6.181864","150.171.22.12","100.86.247.80","TLSv1.2","85","Application Data"
"595","6.181864","150.171.22.12","100.86.247.80","TLSv1.2","492","Application Data"
"596","6.181864","150.171.22.12","100.86.247.80","TLSv1.2","85","Application Data"
"597","6.182225","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=110581 Ack=292189 Win=507 Len=0"
"598","6.200093","150.171.22.12","100.86.247.80","TLSv1.2","607","Application Data"
"599","6.200477","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=110581 Ack=292773 Win=511 Len=0"
"600","6.201348","150.171.22.12","100.86.247.80","TLSv1.2","85","Application Data"
"601","6.210405","150.171.22.12","100.86.247.80","TLSv1.2","1514","Application Data"
"602","6.210405","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=294264 Ack=110581 Win=16384 Len=1460 [TCP PDU reassembled in 604]"
"603","6.210405","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=295724 Ack=110581 Win=16384 Len=1460 [TCP PDU reassembled in 604]"
"604","6.210405","150.171.22.12","100.86.247.80","TLSv1.2","421","Application Data"
"605","6.210405","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=297551 Ack=110581 Win=16384 Len=1460 [TCP PDU reassembled in 610]"
"606","6.210405","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=299011 Ack=110581 Win=16384 Len=1460 [TCP PDU reassembled in 610]"
"607","6.210736","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=110581 Ack=294264 Win=511 Len=0"
"608","6.210840","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=110581 Ack=297184 Win=511 Len=0"
"609","6.210899","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=110581 Ack=299011 Win=511 Len=0"
"610","6.212180","150.171.22.12","100.86.247.80","TLSv1.2","521","Application Data"
"611","6.212180","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=300938 Ack=110581 Win=16384 Len=1460 [TCP PDU reassembled in 613]"
"612","6.212180","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=302398 Ack=110581 Win=16384 Len=1460 [TCP PDU reassembled in 613]"
"613","6.212180","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"614","6.212180","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=305065 Ack=110581 Win=16384 Len=1460 [TCP PDU reassembled in 616]"
